boro,street,yr,m,sum_vol,count_requestid
Queens,ROCKAWAY BEACH BOULEVARD,2018,4,352525,7091
Brooklyn,AVENUE S,2014,10,21598,769
Bronx,SOUTHERN BOULEVARD,2017,6,180594,2688
Brooklyn,AV F,2013,5,20561,916
Bronx,WHITE PLAINS ROAD,2014,9,287273,2592
Manhattan,JACKSON STREET,2019,6,6052,672
Queens,PULASKI BR,2014,4,270995,1379
Brooklyn,3 STREET BRIDGE,2017,4,16671,293
Brooklyn,WEST STREET,2016,7,12666,864
Queens,PARSONS BOULEVARD,2016,3,199740,4032
Brooklyn,E/B 81 ST @ 11 AVE,2010,3,9211,382
Brooklyn,AVENUE S,2018,3,102017,1920
Brooklyn,E 33 ST,2013,9,768,48
Brooklyn,TROY AVENUE,2015,3,4357,1344
Brooklyn,E NEW YORK AV,2012,6,49317,717
Bronx,BARTOW AVENUE,2018,6,152945,1920
Manhattan,QBB L L W/B NORTH INNER ROADWAY,2009,10,432522,1420
Brooklyn,4 AVENUE LINE,2018,1,352729,2688
Queens,S/B 138 ST @ 31 RD,2009,5,8330,770
Queens,UTOPIA PARKWAY,2014,9,58222,768
Queens,S/B 188 ST @ 64 AVE (W LEG),2010,10,831,33
Manhattan,GREENWICH STREET,2018,5,4310,192
Queens,LIBERTY AVE BTWN 168TH & 169TH ST,2011,4,15739,136
Staten Island,FREEBORN STREET,2016,4,1954,755
Brooklyn,GRAND ARMY PLAZA OVAL,2018,10,854260,5376
Brooklyn,3RD ST APPROACH TO PROSPECT PARK WEST,2011,2,8221,767
Bronx,BOSTON RD,2014,5,52886,386
Queens,95 STREET,2015,6,14256,1344
Brooklyn,S/B AVE N @ E 54 ST,2010,8,14783,1822
Queens,S/B STEINWAY ST @ 30 AVE,2009,5,23899,235
Brooklyn,MALCOLM X BOULEVARD,2014,11,586550,11040
Brooklyn,BQE WESTBOUND ENTRANCE SANDS ST,2016,10,95344,687
Queens,S/B 33 ST @ 21 AVE,2011,1,3365,380
Manhattan,LEXINGTON AVE APPROACHING E 72ND ST,2010,3,505234,2294
Brooklyn,LEE AV,2012,9,163574,1827
Queens,ASTORIA PARK SOUTH,2015,8,17466,864
Queens,77 RD,2012,7,4690,315
Manhattan,W 97 ST,2014,6,231435,2688
Queens,MAIN ST,2014,5,114740,617
Manhattan,S/B 5 AVE @ W 141 ST,2009,10,44080,901
Manhattan,ADAM C POWELL BLVD,2014,10,342712,3648
Bronx,SOUTHERN BLVD,2016,1,472640,7392
Queens,21 STREET,2016,2,38279,384
Staten Island,FIELDWAY AVENUE,2015,9,2183,378
Manhattan,W 155 ST,2013,10,20375,462
Staten Island,N/B RICHMOND AVE (N LEG) @ MOSELY AVE,2010,5,83970,568
Brooklyn,N/B 3RD AVE BRIDGE @ 3RD ST,2011,3,136717,1518
Queens,43 AVENUE,2018,5,7692,364
Manhattan,E/B E 23 ST @ 2ND AVE,2010,11,151484,1689
Queens,CONNECTOR,2017,10,88001,5376
Bronx,BROADWAY,2017,10,50307,672
Brooklyn,EAST 32 STREET,2017,5,3685,374
Queens,E/B 35 AVE @ 205 ST,2010,1,17233,289
Brooklyn,E/B LIBERTY AVE @ POWELL ST,2009,2,6340,868
Queens,MAURICE AVENUE,2019,1,84289,1920
Queens,N/B 150 ST @ 25 AVE,2010,12,4544,221
Manhattan,UNIVERSITY HEIGHTS BRIDGE,2020,10,504007,2496
Queens,56 STREET,2017,5,28306,1344
Queens,W/B 30 AVE @ STEINWAY ST,2009,11,82092,1640
Brooklyn,45 STREET,2018,5,8334,192
Staten Island,FRESH KILLS BRIDGE,2020,8,306043,1344
Manhattan,RIVERSIDE DR,2011,3,38789,1065
Queens,W/B 57 AVE @ 92 ST,2010,4,40858,439
Bronx,MACOMBS DAM BRIDGE,2015,10,224849,1728
Brooklyn,BOERUM PLACE,2016,9,896058,5460
Queens,W/B JACKIE ROBINSON PKWY @ MILLER AVE,2010,3,26014,254
Manhattan,E/B E 135 ST @ MADISON AVE,2009,9,37407,452
Manhattan,CATHERINE STREET,2018,4,18487,864
Manhattan,S/B WEST END AVE @ W 60 ST,2009,10,143485,1061
Queens,Crossbay SB Between 11th and 13th Rds.,2008,6,45307,364
Queens,21 STREET,2012,1,214967,1910
Queens,S/B 86 ST @ 31 AVE,2010,6,6293,381
Brooklyn,54 ST,2013,11,5241,328
Brooklyn,BUFFALO AVENUE,2017,5,130668,1344
Brooklyn,EAST 2 STREET,2017,3,8647,377
Queens,BRINKERHOFF AVENUE,2012,1,12342,470
Bronx,MAJOR DEEGAN EXPWY @ CITY LINE,2010,4,33466,809
Brooklyn,AV J,2012,10,90726,2610
Brooklyn,EMMONS AV,2012,9,292053,3675
Manhattan,1 AV,2014,5,774354,2112
Bronx,S/B RESERVOIR AVE @ STRONG ST,2010,11,21243,914
Brooklyn,AVENUE W,2017,11,29068,1152
Queens,MARINE TERMINAL ROAD,2017,6,266506,2908
Queens,HOMELAWN ST,2012,10,28488,490
Brooklyn,Ocean Pkwy NB Service Rd Between,2009,4,39831,2228
Brooklyn,GREENE AVENUE,2013,11,6723,445
Manhattan,W 72 ST,2012,3,41624,1256
Staten Island,MORNINGSTAR RD,2014,4,47064,762
Brooklyn,FLATLANDS AVENUE,2017,2,165667,2108
Manhattan,LEXINGTON AVENUE,2015,11,172554,1248
Bronx,JEROME AVE BET E 177TH ST & TREMONT AVE MAIN RD,2010,9,82164,1014
Bronx,OLMSTEAD AVENUE,2017,4,37074,1344
Manhattan,RIVERSIDE RD MAIN RD APPROACH TO W 97TH ST,2011,4,11895,366
Manhattan,EAST 36 STREET,2017,5,36558,1248
Queens,147 STREET,2018,6,10943,1344
Queens,98 ST,2014,3,8103,672
Manhattan,EAST 4 STREET,2019,10,42701,864
Queens,PALMETTO STREET,2017,12,10021,672
Brooklyn,MYRTLE AV,2014,3,104326,1812
Brooklyn,CARROLL ST BR,2014,4,14278,1409
Queens,141 ST,2013,10,11245,1206
Bronx,COLONIAL AVE APPROACHING PELHAM PKWY SO,2011,2,1027,243
Queens,ROCKAWAY BOULEVARD,2015,11,545331,6912
Queens,25 AVENUE,2015,6,34483,1344
Bronx,WEBSTER AVENUE,2018,4,209291,2948
Brooklyn,9 STREET BRIDGE,2015,5,2911,73
Bronx,ELLIS AV,2013,10,24920,3240
Brooklyn,1 ST,2014,5,4658,289
Bronx,W/B E 183 ST @ WALTON AVE,2010,1,8089,283
Queens,BEACH CHANNEL DRIVE,2016,5,24403,263
Brooklyn,S/B E 26 ST/KENILWORTH PL @ FARRAGUT RD,2009,12,2296,378
Queens,68 STREET,2015,7,4014,294
Brooklyn,BELT PKWY,2014,11,1899125,2688
Brooklyn,HARMAN STREET,2013,10,11453,597
Bronx,SHORE ROAD,2019,1,85195,2304
Brooklyn,BQE EASTBOUND ENTRANCE SANDS ST,2016,10,72689,536
Bronx,East Tremont WB Between,2010,9,81153,801
Queens,QUEENS BOULEVARD,2019,1,1617558,13536
Brooklyn,WEST 8 STREET,2017,10,1227,96
Brooklyn,CONEY ISL AVE & AVE M NB APPR BET ELM & M AVES,2010,9,122232,1082
Queens,BQE WB ENTRANCE NORTHERN BLVD,2018,11,52510,1344
Queens,FRANCIS LEWIS BOULEVARD,2020,10,78263,1728
Brooklyn,HARRISON AV,2014,4,13340,243
Brooklyn,S/B 7AVE @  60 ST,2009,6,48766,1096
Queens,24 AV,2012,4,30371,810
Brooklyn,CROOKE AVENUE,2015,6,2069,24
Manhattan,WEST 34 STREET,2017,11,116403,960
Manhattan,MORNINGSIDE DR,2013,11,34282,806
Manhattan,E 79TH ST BET 5TH AVE & MADISON AVE,2010,3,262858,2452
Bronx,SHAKESPEARE AVENUE,2015,11,62798,2688
Bronx,RIVERDALE AVENUE,2017,3,62770,1273
Manhattan,UNIVERSITY HEIGHTS BRG,2013,9,741177,3264
Queens,21 AVENUE,2016,5,21064,759
Bronx,THROGS NECK EXPY,2012,9,8266,356
Staten Island,RICHMOND AVENUE,2016,3,554281,2496
Brooklyn,JACKIE ROBINSON PKWY,2011,4,369889,1187
Bronx,W GUN HILL RD,2012,10,149796,2080
Bronx,LYDIG AVENUE,2017,6,62354,1344
Queens,CENTRAL AVENUE,2015,4,185998,2807
Bronx,MOSHOLU PARKWAY,2016,11,206568,1344
Queens,31 AVENUE,2019,10,51683,1728
Brooklyn,AV D,2013,9,46713,872
Brooklyn,BEADEL STREET,2017,12,163,27
Manhattan,MACOMBS PL,2013,1,16789,766
Brooklyn,TILLARY STREET,2016,10,279493,1666
Brooklyn,LINDEN BOULEVARD,2013,1,41162,246
Queens,30 AVENUE,2019,11,14334,672
Manhattan,ROOSEVELT IS BRIDGE,2019,4,52655,1152
Manhattan,E 86TH ST BET MADISON AVE & PARK AVE,2010,3,175064,2660
Brooklyn,FLUSHING AVENUE,2016,6,213512,2688
Staten Island,PARK DRIVE NORTH,2017,9,4031,375
Brooklyn,MANHATTAN AVENUE,2016,6,218796,4032
Queens,WOODSIDE AVE,2012,2,25563,729
Staten Island,ANDREWS AVENUE,2019,4,2006,392
Manhattan,WEST 125 STREET,2016,3,1129235,10752
Queens,CLEARVIEW EXPRESSWAY,2014,9,315620,768
Manhattan,9 AV,2012,4,234696,891
Manhattan,GOLD STREET,2015,11,17607,568
Brooklyn,GOLD STREET,2016,6,16394,696
Bronx,CASTLE HILL AVENUE,2015,11,151006,1536
Brooklyn,S/B WEST 6 ST @ AVE W,2009,1,39478,1011
Manhattan,4 AVENUE,2016,4,220878,1344
Bronx,HERMANY AV,2013,1,2562,958
Queens,E/B LIE MAIN RD(3 LAN S SIDE)@CITY LINE,2010,9,88057,137
Queens,CROSS BAY BOULEVARD,2015,6,2812803,10752
Staten Island,WOODROW ROAD,2019,9,53418,1728
Manhattan,AMSTERDAM AVENUE,2014,10,1909504,8302
Manhattan,ELDRIDGE ST,2013,11,158684,6678
Brooklyn,9 ST BR,2012,5,4058,86
Queens,154 ST,2012,5,48998,1861
Manhattan,W BROADWAY,2012,10,290687,3042
Brooklyn,EAST 4 STREET,2014,10,5802,384
Queens,156 AVENUE,2015,6,69382,1344
Staten Island,GREAVES AVENUE,2017,1,20744,573
Brooklyn,EAST 21 STREET,2017,12,10736,672
Queens,56 AVENUE,2015,10,41355,1344
Queens,35 AVENUE,2018,2,130754,5376
Queens,211 ST,2013,10,28440,890
Bronx,CROSS BRONX EXPWY ET 4 B WB,2018,10,14471,192
Queens,SEAGIRT BOULEVARD,2019,6,524793,10752
Manhattan,BROOME STREET,2019,10,111958,864
Bronx,EAST MOSHOLU PARKWAY SOUTH,2014,9,17384,864
Brooklyn,KOSCIUSZKO BR,2011,5,1119140,3061
Brooklyn,S 9 ST,2012,4,2847,908
Staten Island,E BRANDIS AV,2013,11,2970,1428
Brooklyn,ALBANY AV,2014,11,116527,1344
Brooklyn,AV O,2012,8,42084,1797
Brooklyn,W/B 3RD ST BRIDGE @ BOND ST,2011,3,74856,1520
Bronx,BROADWAY BET MANHATTAN COLLEGE PKWY & W 251ST ST,2011,3,143976,1776
Bronx,EAST 181 STREET,2015,10,4058,96
Queens,S/B 114 ST @ 41 AVE,2010,4,31329,771
Manhattan,ROOSEVELT IS BRIDGE,2016,4,125034,2819
Brooklyn,CONNECTOR,2018,5,42244,3072
Brooklyn,AVENUE N,2016,11,127832,1728
Bronx,JEROME AVE BET E 177TH ST & TREMONT AVE SR,2010,9,7942,1014
Manhattan,MACOMBS DAM BRDG PEDESTRIAN PATH,2017,11,93993,654
Staten Island,BILLOP AVENUE,2014,10,185596,1520
Staten Island,SEAVIEW AVENUE,2019,3,124066,1922
Brooklyn,S/B DIAMOND ST @ NORMAN AVE,2010,7,12063,1214
Brooklyn,RIVERDALE AVENUE,2019,4,7083,380
Bronx,WICKHAM AVENUE,2016,12,1835,128
Brooklyn,N/B WASHINGTON AVE @ LINCOLN PLACE,2011,2,44457,638
Staten Island,HARBOR RD,2014,5,48575,3071
Manhattan,S/B PEARL ST @ PECK SLIP,2010,11,79117,818
Bronx,SPOFFORD AVENUE,2016,6,12743,388
Staten Island,ARTHUR KILL ROAD,2014,9,63632,750
Manhattan,W 43 ST,2014,6,54244,744
Manhattan,CLINTON ST,2013,6,73369,672
Brooklyn,S 2 ST,2013,2,5767,288
Queens,GRAND CENTRAL PKWY,2012,6,2407905,3430
Brooklyn,E/B AVE W @ WEST 6 ST,2009,2,7832,521
Queens,HONEYWELL STREET,2017,5,45712,1344
Staten Island,BARD AVE BET CASTLETON AVE & ST AUSTINS PL,2011,5,41784,984
Queens,W/B 31 AVE @ STEINWAY ST,2009,11,17863,953
Bronx,FTELEY AVENUE,2019,1,21369,1152
Manhattan,UNIVERSITY HEIGHTS BRIDGE,2018,10,0,27
Brooklyn,KINGSLAND AVENUE,2012,1,21323,478
Bronx,EAST TREMONT AVENUE,2019,2,236802,2304
Bronx,PARK AVENUE,2015,9,33376,637
Manhattan,QNSBORO BR EXIT,2014,10,52106,1243
Brooklyn,N/B WASHINGTON AVE @ ST. JOHNS PLACE,2011,3,24111,332
Bronx,WHITE PLAINS ROAD,2015,10,1276665,14976
Queens,N/B 263 ST @ 74 AVE,2009,11,17255,677
Queens,WOODHAVEN BOULEVARD,2018,4,4598615,23106
Manhattan,STATE STREET,2022,10,45221,864
Queens,37 ST,2012,10,4876,432
Queens,105 STREET,2015,2,18129,1489
Bronx,RANDALL AVENUE,2012,1,14839,360
Brooklyn,LINDEN ST,2012,4,34712,1717
Brooklyn,W/B AVE P @ E 33 ST,2010,6,50566,1536
Staten Island,GARRETSON AVENUE,2017,6,48948,1344
Queens,NORTHERN BOULEVARD,2018,11,4259749,26880
Bronx,PELHAM LINE,2018,6,96640,672
Manhattan,WEST 4 STREET,2018,4,34022,672
Manhattan,W/B 145TH ST BR @ W 145 ST,2009,9,110747,910
Brooklyn,FRANKLIN AV,2014,5,40203,288
Bronx,ARTHUR AVENUE,2019,1,68300,1056
Brooklyn,MEEKER AVENUE,2015,11,809232,8622
Bronx,EAST 222 STREET,2015,9,107862,1728
Brooklyn,UTICA AVE NB APPROACH TO AVE N,2010,7,121827,1255
Queens,184 STREET,2018,5,8633,753
Manhattan,HARLEM RIVER DRIVEWAY,2014,9,194305,1728
Queens,E/B 63 RD @ 112 ST,2010,1,22967,1060
Queens,BELL BOULEVARD,2019,9,101290,1728
Manhattan,LAFAYETTE ST,2013,11,120378,1997
Bronx,EASTERN BLVD BRIDGE,2019,5,989297,1824
Brooklyn,4TH AVE APPROACHING 92ND ST,2010,6,186259,2521
Manhattan,EAST 84 STREET,2017,4,62096,672
Staten Island,W/B AMBOY RD @ POILLON AVE,2009,3,33243,664
Staten Island,HYLAN BOULEVARD,2014,10,117330,960
Manhattan,86 ST TRANSVERSE,2018,10,173023,1344
Brooklyn,AVENUE P,2017,11,223572,2688
Bronx,RIVER AVENUE,2016,6,51181,1344
Brooklyn,DECATUR STREET,2015,5,377,34
Queens,MERRICK BLVD,2012,4,382002,3474
Brooklyn,REMSEN AVE NB APPROACHING AVE L,2010,7,65192,938
Manhattan,N/B ALLEN ST @ RIVINGTON ST,2010,3,139222,961
Manhattan,CENTRAL PARK POWELL BLVD APPR,2014,10,12317,3256
Manhattan,PARK AV,2014,7,1941899,15856
Manhattan,FRED DOUGLASS BLVD,2014,3,17167,768
Bronx,JENNING ST BET VYSE & BRYANT AVES,2010,12,11479,1051
Staten Island,WAINWRIGHT AVENUE,2016,6,75579,1344
Bronx,GRAND CONCOURSE,2018,4,590482,6912
Manhattan,N/B 3 AVE(3 LANES E SIDE) @ E 61 ST,2009,10,148150,1158
Staten Island,BLOOMINGDALE RD,2013,10,144746,2468
Queens,SOUTH CONDUIT AVENUE,2015,10,333559,864
Manhattan,3 AVENUE,2015,10,613020,3102
Brooklyn,METROPOLITAN AVENUE,2016,6,62000,384
Bronx,S/B NEW ENGLAND THRUWAY @ CITY LINE,2008,6,1387821,552
Brooklyn,SURF AVENUE,2019,10,199170,3456
Queens,W/B DIX AVE @ BEACH CHANNEL DR,2010,7,1685,384
Bronx,S/B BRONXWOOD AVE @ E 221 ST,2009,12,30907,665
Brooklyn,ROGERS AVENUE,2017,5,105466,672
Queens,BORDEN AVENUE BRIDGE,2019,4,79186,1152
Staten Island,HYLAN BLVD,2012,4,641610,2910
Manhattan,ST NICHOLAS AVENUE,2018,10,116169,2688
Brooklyn,EAST 33 STREET,2019,11,6272,391
Brooklyn,BROADWAY,2012,10,42636,873
Manhattan,FREDERICK DOUGLASS BOULEVARD,2015,8,85568,1348
Bronx,HOME ST BET VYSE & BRYANT AVES,2010,12,29574,1050
Brooklyn,AVENUE V,2017,10,5174,384
Brooklyn,AV U,2013,4,20464,308
Brooklyn,COURT STREET,2015,6,287011,2688
Queens,JEWEL AV,2014,5,153924,1344
Manhattan,AVENUE OF THE AMERICAS,2014,10,474667,2359
Queens,W/B 64 AVE (E LEG) @ 188 ST,2010,10,850,35
Queens,VERNON BLVD,2012,3,47350,819
Bronx,BRONXWOOD AVENUE,2017,11,10708,960
Bronx,JEROME AVENUE,2020,10,258400,3456
Brooklyn,AVENUE T,2018,7,8246,311
Queens,W/B FLUSHING BRIDGE@ VAN WYCK EXPWY RAMP,2011,3,301668,1630
Bronx,ELLIS AV,2013,1,5898,1320
Manhattan,W 56 ST,2011,7,15577,235
Manhattan,AVENUE C,2019,11,31644,672
Queens,48 STREET,2019,1,65524,2112
Brooklyn,METROPOLITAN AVENUE BRIDGE,2020,9,178373,1152
Brooklyn,BROOKLYN QUEENS EP ET 32 B WB,2018,3,67642,672
Brooklyn,NORTH 8 STREET,2014,12,12036,767
Manhattan,PARK AVENUE VIADUCT,2015,10,211194,1536
Brooklyn,FOSTER AVENUE,2016,2,341001,5376
Brooklyn,EAST 48 STREET,2016,12,880,129
Staten Island,ARTHUR KILL ROAD,2017,12,4510,68
Manhattan,EAST 86 STREET,2019,11,24895,768
Brooklyn,CONEY ISLAND AV,2016,3,451518,4032
Brooklyn,W/B DEKALB AVE @ WAVERLY AVE,2009,11,39010,517
Brooklyn,MC DONALD AVENUE,2015,3,81074,1344
Brooklyn,CROPSEY AV BR,2013,4,71165,463
Queens,CROSS IS PKWY,2014,10,1554371,2304
Queens,51 STREET,2019,4,21630,763
Brooklyn,JACKSON STREET,2018,3,2822,672
Brooklyn,LINDEN BOULEVARD,2014,6,725573,7993
Bronx,ROMBOUTS AVENUE,2017,10,9410,377
Queens,108 ST,2014,10,135362,2304
Brooklyn,HAMILTON AV,2012,5,22923,90
Bronx,BAYCHESTER AVENUE,2018,5,45544,768
Queens,BEACH 28 STREET,2020,1,7841,1344
Bronx,HUNTS POINT AVE APPROACH TO SOUTHERN BLVD,2011,4,31875,716
Bronx,E/B E 174 ST BRIDGE @ BRONX RIVER AVE,2011,3,101561,1315
Manhattan,W 39 ST,2012,10,85774,738
Manhattan,RIVERSIDE DR MAIN RD APPROACH TO W 95TH ST,2011,4,20998,732
Brooklyn,CORNELIA STREET,2016,8,14821,768
Staten Island,HILLSIDE TERRACE,2015,9,2817,752
Manhattan,EAST 50 STREET,2017,12,38569,576
Staten Island,OCEAN TERRACE,2019,9,67001,1728
Manhattan,HRD NB EXIT 23,2013,1,27822,821
Brooklyn,PARK AVENUE,2017,3,70115,1728
Brooklyn,S/B DIAMOND ST @ NORMAN AVE,2010,8,1802,232
Staten Island,CLOVE LAKE PL,2012,12,4279,389
Bronx,LAFAYETTE AV,2012,10,65057,1490
Brooklyn,BROOKLYN QUEENS EP ET 32 B WB,2016,9,129534,754
Brooklyn,S/B STILLWELL AVE BRIDGE @ NEPTUNE AVE,2010,4,33192,734
Manhattan,E 86TH ST BET 1ST AVE & YORK AVE,2010,3,296702,5154
Brooklyn,SUTTER AVENUE,2019,9,139926,2304
Queens,GRAND CENTRAL PARKWAY,2016,11,2856604,3456
Queens,50 AVENUE,2018,2,8902,960
Brooklyn,LINDEN BLVD SR APPROACH TO PENNSILVANIYA AVE,2011,3,37067,677
Brooklyn,7 AV,2013,9,567260,12105
Brooklyn,DRIGGS AVENUE,2015,4,56048,786
Brooklyn,E/B CORTELYOU RD @ STRATFORD RD,2010,9,10930,346
Queens,E/B 99 AVE @ 212 ST,2010,8,24229,965
Brooklyn,HUMBOLDT ST,2012,10,94494,1457
Brooklyn,E/B HOOPER ST @ LEE AVE,2010,11,7112,1054
Brooklyn,S/B KINGSLAND AVE @ MASPETH AVE,2009,7,22034,1048
Queens,S/B 260 ST @ HILLSIDE AVE,2010,4,1847,383
Bronx,E/B E GUN HILL RD @ TRYON AVE,2009,5,76865,763
Staten Island,NARROWS RD N,2012,5,199400,1505
Manhattan,ST NICHOLAS AVENUE,2019,1,90374,1728
Brooklyn,6 AVENUE,2015,5,30721,1344
Manhattan,N/B LENOX AVE @ W 135 ST,2009,9,54487,442
Queens,ED KOCH BR UPPER ROADWAY APPR,2015,3,210725,864
Bronx,THIERIOT AVENUE,2017,6,12075,672
Brooklyn,MARCY AV,2014,1,42191,1982
Brooklyn,SB MCGUINNESS BLVD BET BAYARD & MEEKER,2010,9,74868,952
Brooklyn,OCEAN AVENUE,2015,10,334856,2688
Brooklyn,NB STILLWELL AVE APPROACH QUENTIN RD,2010,10,47766,749
Staten Island,SUFFOLK AVENUE,2019,3,2872,790
Staten Island,RICHMOND RD,2014,10,152379,480
Brooklyn,UTICA AV,2016,1,228353,2688
Queens,E/B MERRICK BLVD@HOOK CREEK BLVD(C LINE),2010,3,139278,1630
Brooklyn,MC DONALD AV,2014,6,241781,2688
Queens,GRAND AVENUE,2019,1,245712,3648
Brooklyn,N/B 14 AVE @ 73 ST,2010,9,32834,895
Brooklyn,RUSSELL STREET,2015,6,17452,672
Bronx,CASTLE HILL AVE BW QUIMBY &HOUGHTON AVE/BRUCKNER BL,2011,2,13924,198
Brooklyn,HICKS STREET,2019,9,159957,2592
Manhattan,QUEENSBORO BR,2014,10,1265454,3047
Manhattan,W 124 ST,2014,1,46874,774
Bronx,WALLACE AVENUE,2018,4,13676,1344
Manhattan,TERRACE DRIVE,2016,11,15831,945
Brooklyn,PROSPECT PARK SW,2013,9,202804,4011
Queens,44 STREET,2015,6,13776,751
Bronx,BAYCHESTER AVE SOUTH OF BARTOW AVE,2010,9,118675,1030
Brooklyn,QUINCY STREET,2015,5,129,33
Queens,FOCH BLVD,2013,4,19569,768
Queens,NORTHERN BOULEVARD,2016,6,271046,1267
Bronx,E/B E 152 ST @ CONCORD AVE,2011,3,24521,950
Bronx,S/B COLGATE AVE @ STORY AVE,2009,10,1384,386
Manhattan,KING STREET,2017,6,45800,672
Queens,11 STREET,2019,3,93518,1573
Bronx,WEBSTER AV,2014,5,246483,2020
Manhattan,EAST HOUSTON STREET,2019,5,145922,768
Queens,168 ST,2012,10,6728,1515
Manhattan,ROOSEVELT IS BRIDGE,2017,5,120908,2786
Queens,101 AV,2013,1,23087,1005
Brooklyn,BROOKLYN QUEENS EXPWY ET 34 WB,2016,9,112548,758
Staten Island,BALTIC AV,2012,12,1670,378
Brooklyn,W/B N 8 ST @ WYTHE AVE,2010,5,7054,484
Manhattan,LEXINGTON AV,2013,11,581606,2422
Bronx,HUTCHINSON RIVER PKWY BR,2011,5,7887,1000
Manhattan,MADISON AV,2014,7,1464503,7724
Queens,66 AVENUE,2016,11,9659,661
Bronx,MELROSE AV,2013,11,61962,724
Queens,LONG ISLAND EXPRESSWAY,2017,6,3712129,10352
Bronx,SILVER ST,2012,10,53749,748
Bronx,W/B NEILL AVE @ COLDEN AVE,2009,5,11565,382
Bronx,DR M L KING JR BOULEVARD,2018,6,326763,4032
Brooklyn,ADELPHI STREET,2016,4,11142,672
Brooklyn,BQE,2014,5,1129728,1913
Brooklyn,WEIRFIELD STREET,2015,11,6286,387
Brooklyn,E/B AVE Y @ E 29 ST,2010,5,11981,379
Queens,LINDEN BLVD,2013,5,574287,4914
Brooklyn,S/B E 91 ST @ AVE M,2009,11,3809,377
Brooklyn,WYCKOFF AVENUE,2015,6,89558,2681
Brooklyn,STOCKHOLM STREET,2015,9,9009,384
Queens,METROPOLITAN AVENUE,2017,11,69418,678
Queens,69 STREET,2014,10,119973,1728
Queens,BAISLEY BOULEVARD,2015,12,28860,759
Queens,3 AVENUE,2015,7,16130,1479
Bronx,BRONX RIVER PKWY,2014,6,1691218,3539
Manhattan,PARK AVENUE,2019,10,902111,7812
Brooklyn,SCHENCK AVENUE,2012,1,9858,366
Queens,SUTPHIN BLVD,2013,11,166142,2072
Manhattan,AVE OF THE AMERICAS,2013,7,148126,673
Brooklyn,FLATLANDS AVENUE,2016,11,228995,1344
Manhattan,EDGAR ST,2013,7,936,98
Brooklyn,S/B BROADWAY @ JEFFERSON AVE,2010,2,25557,384
Queens,WILLETS PT BLVD,2014,4,15761,388
Brooklyn,FLATBUSH AVENUE,2017,11,1834532,14188
Brooklyn,W/B HART ST @ NOSTRAND AVE,2010,11,6182,392
Brooklyn,E 4 ST,2012,6,438,38
Brooklyn,STILLWELL AVENUE,2014,9,69956,1536
Manhattan,N/B 1ST AVE (LEFT) @ E 34 ST,2010,12,13700,915
Queens,ELMHURST AV,2014,10,46957,1152
Queens,32 AVENUE,2012,2,29118,1039
Bronx,HUTCHINSON RIVER PARKWAY,2014,11,564390,1728
Manhattan,E/B 145 ST BRIDGE TO BRONX,2010,9,206315,1623
Brooklyn,PROSPECT PARK SOUTHWEST,2017,9,30744,671
Queens,S/B 67 DR @ BOOTH ST,2010,4,571,63
Brooklyn,McGuiness Blvd SB Between,2011,5,339386,1843
Brooklyn,80 STREET,2015,10,5348,379
Queens,23 AVENUE,2017,3,22746,748
Brooklyn,WEST DR BET ENTRANCE TO THE PARK & 3RD ST,2010,10,13959,951
Queens,WOODSIDE AVENUE,2017,9,92175,1728
Manhattan,MADISON AVENUE BRIDGE,2018,10,700296,3531
Manhattan,W 44 ST,2014,6,59534,745
Queens,CHERRY AVENUE,2016,12,8132,769
Manhattan,FORSYTH STREET,2014,10,26160,864
Queens,CROSS ISLAND PKWY ET 25 A SB,2019,5,355965,864
Manhattan,3 AVENUE,2017,6,2037954,6720
Brooklyn,7 AVENUE,2019,6,146582,8064
Brooklyn,PROSPECT PARK ENT FROM OCEAN AVE,2011,9,3982,756
Queens,W/B METROPOLITAN AVE @ FRESH POND RD,2011,1,81756,775
Manhattan,BATTERY PARK VIADUCT,2012,12,699107,2976
Brooklyn,BELT PARKWAY EB EN RIDGE BLVD,2016,10,125534,851
Brooklyn,SUTTER AVENUE,2015,11,73874,1728
Staten Island,SLOSSON AV,2011,10,141088,2275
Manhattan,CHRYSTIE ST,2012,10,80012,941
Queens,E/B 35 AVE @ 30 ST,2009,3,12705,391
Staten Island,FOSTER ROAD,2015,10,77558,1536
Manhattan,BROADWAY,2013,8,609552,5143
Manhattan,GRAND ST,2012,10,80449,1008
Manhattan,ALEXANDER HAMILTON BRIDGE,2020,10,444461,576
Manhattan,SEAMAN AVENUE,2016,6,14325,387
Bronx,JEROME AVE BET CAMERON PL & 181ST ST MAIN RD,2010,9,61700,1009
Manhattan,RIVERSIDE DRIVE,2017,6,310484,2688
Brooklyn,BAY PKWY APPROACH TO 83RD ST,2010,11,70806,600
Queens,S/B LT VERMONT PL @ J R PKWY ENT RAMP,2010,2,1681,624
Bronx,W/B E TREMONT AVE @ WESTCHESTER AVE,2010,12,56064,938
Bronx,JEROME AVE BET CBE RAMPS & CLIFFORD PL SR,2010,10,8399,240
Brooklyn,RALPH AVE NB APPROACHING MILL AVE,2010,7,38457,939
Bronx,E 178 ST,2013,11,27624,710
Brooklyn,LINDEN BOULEVARD,2017,4,353372,3082
Staten Island,RICHMOND TERRACE,2015,9,116163,1728
Queens,CLEARVIEW EXWY SR E,2013,5,7557,382
Queens,E/B 109 AVE @ 117 ST,2010,1,13181,379
